Order	Score	Word	IsRandom	Ngrams
1059	16.48	jaxen      	 	xe(6.51), ax(4.62), ja(3.05), en(2.31)
1060	16.47	amirah     	 	ir(4.28), ah(3.19), mi(3.18), am(3.10), ra(2.72)
1061	16.47	adriana    	 	dr(4.00), ad(3.28), ia(2.49), na(2.48), ri(2.45), an(1.78)
1062	16.46	milania    	 	ni(3.39), mi(3.18), il(3.07), la(2.56), ia(2.49), an(1.78)
1063	16.46	faith      	 	fa(5.31), it(4.24), th(3.64), ai(3.27)
1064	16.46	moshe      	 	mo(4.35), os(4.24), sh(4.06), he(3.80)
1065	16.45	javier     	 	av(4.08), vi(3.74), ja(3.05), ie(2.96), er(2.62)
1066	16.45	pamela     	 	pa(4.67), me(3.83), am(3.10), la(2.56), el(2.29)
1067	16.44	semaj      	 	aj(6.22), em(3.97), se(3.66), ma(2.58)
1068	16.43	bradyn     	 	dy(4.21), ad(3.28), br(3.12), yn(3.10), ra(2.72)
1069	16.42	carter     	 	rt(4.52), te(3.74), ca(3.22), er(2.62), ar(2.33)
1070	16.42	blake      	 	bl(5.53), ak(4.67), ke(3.66), la(2.56)
1071	16.42	blake      	 	bl(5.53), ak(4.67), ke(3.66), la(2.56)
1072	16.42	briella    	 	br(3.12), ll(3.04), ie(2.96), la(2.56), ri(2.45), el(2.29)
1073	16.39	danika     	 	ik(4.90), ni(3.39), da(3.20), ka(3.11), an(1.78)
1074	16.37	julien     	 	ju(4.39), ul(4.35), ie(2.96), li(2.36), en(2.31)
1075	16.37	camilo     	 	lo(3.80), ca(3.22), mi(3.18), am(3.10), il(3.07)
1076	16.36	emilee     	 	em(3.97), ee(3.78), mi(3.18), il(3.07), le(2.36)
1077	16.35	rashad     	 	sh(4.06), as(3.38), ad(3.28), ha(2.92), ra(2.72)
1078	16.35	jasiah     	 	si(4.24), as(3.38), ah(3.19), ja(3.05), ia(2.49)
1079	16.33	eddie      	 	dd(5.13), ed(4.28), di(3.97), ie(2.96)
1080	16.33	dillon     	 	di(3.97), lo(3.80), il(3.07), ll(3.04), on(2.45)
1081	16.32	xander     	 	xa(5.53), nd(3.39), de(3.01), er(2.62), an(1.78)
1082	16.32	branden    	 	nd(3.39), br(3.12), de(3.01), ra(2.72), en(2.31), an(1.78)
1083	16.32	karter     	 	rt(4.52), te(3.74), ka(3.11), er(2.62), ar(2.33)
1084	16.31	aryanna    	 	ry(3.57), ya(3.29), nn(2.87), na(2.48), ar(2.33), an(1.78)
1085	16.31	major      	 	aj(6.22), jo(3.83), or(3.68), ma(2.58)
1086	16.30	aspen      	 	sp(6.00), pe(4.62), as(3.38), en(2.31)
1087	16.30	madden     	 	dd(5.13), ad(3.28), de(3.01), ma(2.58), en(2.31)
1088	16.29	johann     	 	oh(4.90), jo(3.83), ha(2.92), nn(2.87), an(1.78)
1089	16.28	shaun      	 	un(5.13), au(4.18), sh(4.06), ha(2.92)
1090	16.27	noemi      	 	oe(4.90), no(4.21), em(3.97), mi(3.18)
1091	16.26	pedro      	 	pe(4.62), ed(4.28), dr(4.00), ro(3.36)
1092	16.25	damion     	 	io(4.32), da(3.20), mi(3.18), am(3.10), on(2.45)
1093	16.24	sloan      	 	oa(5.82), sl(4.84), lo(3.80), an(1.78)
1094	16.23	alyson     	 	ys(4.43), so(3.59), ly(3.19), al(2.57), on(2.45)
1095	16.21	brielle    	 	br(3.12), ll(3.04), ie(2.96), ri(2.45), le(2.36), el(2.29)
1096	16.19	teresa     	 	te(3.74), es(3.64), sa(3.25), re(2.94), er(2.62)
1097	16.18	daniela    	 	ni(3.39), da(3.20), ie(2.96), la(2.56), el(2.29), an(1.78)
1098	16.17	lilyana    	 	ya(3.29), ly(3.19), il(3.07), na(2.48), li(2.36), an(1.78)
1099	16.16	andrea     	 	ea(4.06), dr(4.00), nd(3.39), re(2.94), an(1.78)
1100	16.16	leslie     	 	sl(4.84), es(3.64), ie(2.96), li(2.36), le(2.36)
1101	16.16	moriah     	 	mo(4.35), or(3.68), ah(3.19), ia(2.49), ri(2.45)
1102	16.15	chance     	 	nc(4.18), ch(3.78), ce(3.50), ha(2.92), an(1.78)
1103	16.15	caiden     	 	id(4.35), ai(3.27), ca(3.22), de(3.01), en(2.31)
1104	16.15	skyla      	 	sk(5.82), ky(4.48), yl(3.29), la(2.56)
1105	16.14	adonis     	 	do(4.03), ni(3.39), ad(3.28), is(2.99), on(2.45)
1106	16.14	edith      	 	ed(4.28), it(4.24), di(3.97), th(3.64)
1107	16.13	kareem     	 	em(3.97), ee(3.78), ka(3.11), re(2.94), ar(2.33)
1108	16.13	derick     	 	ck(4.32), ic(3.74), de(3.01), er(2.62), ri(2.45)
1109	16.13	london     	 	on(4.90), do(4.03), lo(3.80), nd(3.39)
1110	16.13	london     	 	on(4.90), do(4.03), lo(3.80), nd(3.39)
1111	16.12	brylee     	 	ee(3.78), ry(3.57), yl(3.29), br(3.12), le(2.36)
1112	16.12	jacob      	 	ob(5.13), ac(4.03), co(3.92), ja(3.05)
1113	16.12	enoch      	 	oc(5.82), no(4.21), ch(3.78), en(2.31)
1114	16.11	sarahi     	 	hi(4.62), sa(3.25), ah(3.19), ra(2.72), ar(2.33)
1115	16.09	adelina    	 	ad(3.28), de(3.01), in(2.66), na(2.48), li(2.36), el(2.29)
1116	16.08	isabel     	 	ab(3.95), be(3.60), sa(3.25), is(2.99), el(2.29)
1117	16.08	benton     	 	nt(4.11), be(3.60), to(3.60), on(2.45), en(2.31)
1118	16.08	kendra     	 	dr(4.00), ke(3.66), nd(3.39), ra(2.72), en(2.31)
1119	16.07	roger      	 	og(6.00), ge(4.08), ro(3.36), er(2.62)
1120	16.07	byron      	 	by(5.13), yr(5.13), ro(3.36), on(2.45)
1121	16.06	steve      	 	ev(4.43), ve(4.39), te(3.74), st(3.50)
1122	16.05	gaige      	 	ig(4.52), ga(4.18), ge(4.08), ai(3.27)
1123	16.05	delaney    	 	ey(3.33), ne(3.08), de(3.01), la(2.56), el(2.29), an(1.78)
1124	16.05	annika     	 	ik(4.90), ni(3.39), ka(3.11), nn(2.87), an(1.78)
1125	16.05	ivanna     	 	iv(4.84), va(4.08), nn(2.87), na(2.48), an(1.78)
1126	16.04	kaiden     	 	id(4.35), ai(3.27), ka(3.11), de(3.01), en(2.31)
1127	16.02	akira      	 	ak(4.67), ki(4.35), ir(4.28), ra(2.72)
1128	16.02	mayson     	 	ys(4.43), so(3.59), ay(2.97), ma(2.58), on(2.45)
1129	16.02	ember      	 	mb(5.82), em(3.97), be(3.60), er(2.62)
1130	16.02	clark      	 	rk(6.00), cl(5.13), la(2.56), ar(2.33)
1131	16.02	cayden     	 	yd(4.52), ca(3.22), de(3.01), ay(2.97), en(2.31)
1132	16.00	alivia     	 	iv(4.84), vi(3.74), al(2.57), ia(2.49), li(2.36)
1133	15.99	saniya     	 	iy(4.28), ni(3.39), ya(3.29), sa(3.25), an(1.78)
1134	15.99	martha     	 	rt(4.52), th(3.64), ha(2.92), ma(2.58), ar(2.33)
1135	15.98	jaiden     	 	id(4.35), ai(3.27), ja(3.05), de(3.01), en(2.31)
1136	15.98	jaiden     	 	id(4.35), ai(3.27), ja(3.05), de(3.01), en(2.31)
1137	15.98	keith      	 	ei(4.43), it(4.24), ke(3.66), th(3.64)
1138	15.97	eliseo     	 	eo(4.67), se(3.66), is(2.99), li(2.36), el(2.29)
1139	15.95	eileen     	 	ei(4.43), ee(3.78), il(3.07), le(2.36), en(2.31)
1140	15.93	hazel      	 	ze(5.41), az(5.31), ha(2.92), el(2.29)
1141	15.93	aniyah     	 	iy(4.28), ni(3.39), ya(3.29), ah(3.19), an(1.78)
1142	15.93	nataly     	 	ta(4.03), at(3.66), ly(3.19), al(2.57), na(2.48)
1143	15.92	misael     	 	ae(4.21), sa(3.25), mi(3.18), is(2.99), el(2.29)
1144	15.92	anders     	 	rs(5.13), nd(3.39), de(3.01), er(2.62), an(1.78)
1145	15.91	judah      	 	ud(5.13), ju(4.39), da(3.20), ah(3.19)
1146	15.91	marcel     	 	rc(5.21), ce(3.50), ma(2.58), ar(2.33), el(2.29)
1147	15.91	kayden     	 	yd(4.52), ka(3.11), de(3.01), ay(2.97), en(2.31)
1148	15.91	kayden     	 	yd(4.52), ka(3.11), de(3.01), ay(2.97), en(2.31)
1149	15.91	ronald     	 	ld(5.05), ro(3.36), al(2.57), na(2.48), on(2.45)
1150	15.91	matias     	 	ti(3.80), at(3.66), as(3.38), ma(2.58), ia(2.49)
1151	15.91	kaelyn     	 	ae(4.21), ly(3.19), ka(3.11), yn(3.10), el(2.29)
1152	15.90	henry      	 	nr(6.22), he(3.80), ry(3.57), en(2.31)
1153	15.90	moses      	 	mo(4.35), os(4.24), se(3.66), es(3.64)
1154	15.89	martin     	 	rt(4.52), ti(3.80), in(2.66), ma(2.58), ar(2.33)
1155	15.89	athena     	 	he(3.80), at(3.66), th(3.64), na(2.48), en(2.31)
1156	15.87	bryant     	 	nt(4.11), ry(3.57), ya(3.29), br(3.12), an(1.78)
1157	15.87	lewis      	 	ew(5.31), wi(5.21), is(2.99), le(2.36)
1158	15.86	rowen      	 	ow(5.41), we(4.78), ro(3.36), en(2.31)
1159	15.85	haiden     	 	id(4.35), ai(3.27), de(3.01), ha(2.92), en(2.31)
1160	15.85	ruby       	 	ub(5.41), ru(5.31), by(5.13)
1161	15.85	jesse      	 	je(4.43), ss(4.11), se(3.66), es(3.64)
1162	15.85	jayden     	 	yd(4.52), ja(3.05), de(3.01), ay(2.97), en(2.31)
1163	15.85	jayden     	 	yd(4.52), ja(3.05), de(3.01), ay(2.97), en(2.31)
1164	15.84	cailyn     	 	ai(3.27), ca(3.22), ly(3.19), yn(3.10), il(3.07)
1165	15.84	jaelyn     	 	ae(4.21), ly(3.19), yn(3.10), ja(3.05), el(2.29)
1166	15.83	mariano    	 	no(4.21), ma(2.58), ia(2.49), ri(2.45), ar(2.33), an(1.78)
1167	15.83	skye       	 	sk(5.82), ye(5.53), ky(4.48)
1168	15.82	jemma      	 	mm(4.84), je(4.43), em(3.97), ma(2.58)
1169	15.82	craig      	 	cr(5.31), ig(4.52), ai(3.27), ra(2.72)
1170	15.80	yadiel     	 	di(3.97), ya(3.29), ad(3.28), ie(2.96), el(2.29)
1171	15.80	shayla     	 	sh(4.06), yl(3.29), ay(2.97), ha(2.92), la(2.56)
1172	15.79	janiya     	 	iy(4.28), ni(3.39), ya(3.29), ja(3.05), an(1.78)
1173	15.78	felix      	 	ix(5.82), fe(5.31), li(2.36), el(2.29)
1174	15.78	hugh       	 	hu(5.53), ug(5.41), gh(4.84)
1175	15.77	alicia     	 	ci(4.62), ic(3.74), al(2.57), ia(2.49), li(2.36)
1176	15.77	collin     	 	co(3.92), ol(3.78), ll(3.04), in(2.66), li(2.36)
1177	15.76	rowan      	 	ow(5.41), wa(5.21), ro(3.36), an(1.78)
1178	15.76	rowan      	 	ow(5.41), wa(5.21), ro(3.36), an(1.78)
1179	15.76	logan      	 	og(6.00), ga(4.18), lo(3.80), an(1.78)
1180	15.76	logan      	 	og(6.00), ga(4.18), lo(3.80), an(1.78)
1181	15.76	paula      	 	pa(4.67), ul(4.35), au(4.18), la(2.56)
1182	15.75	andres     	 	dr(4.00), es(3.64), nd(3.39), re(2.94), an(1.78)
1183	15.74	greta      	 	gr(4.78), ta(4.03), et(4.00), re(2.94)
1184	15.74	kailyn     	 	ai(3.27), ly(3.19), ka(3.11), yn(3.10), il(3.07)
1185	15.72	bryce      	 	yc(5.53), ry(3.57), ce(3.50), br(3.12)
1186	15.72	hayden     	 	yd(4.52), de(3.01), ay(2.97), ha(2.92), en(2.31)
1187	15.72	hayden     	 	yd(4.52), de(3.01), ay(2.97), ha(2.92), en(2.31)
1188	15.71	carlee     	 	rl(4.03), ee(3.78), ca(3.22), le(2.36), ar(2.33)
1189	15.70	aliyah     	 	iy(4.28), ya(3.29), ah(3.19), al(2.57), li(2.36)
1190	15.68	konner     	 	ko(4.67), ne(3.08), nn(2.87), er(2.62), on(2.45)
1191	15.68	kohen      	 	oh(4.90), ko(4.67), he(3.80), en(2.31)
1192	15.68	lilith     	 	li(4.73), it(4.24), th(3.64), il(3.07)
1193	15.67	flynn      	 	fl(6.51), ly(3.19), yn(3.10), nn(2.87)
1194	15.67	keyon      	 	yo(6.22), ke(3.66), ey(3.33), on(2.45)
1195	15.66	kaylyn     	 	yl(3.29), ly(3.19), ka(3.11), yn(3.10), ay(2.97)
1196	15.65	raiden     	 	id(4.35), ai(3.27), de(3.01), ra(2.72), en(2.31)
1197	15.64	blair      	 	bl(5.53), ir(4.28), ai(3.27), la(2.56)
1198	15.64	nayeli     	 	ye(5.53), ay(2.97), na(2.48), li(2.36), el(2.29)
1199	15.62	ariella    	 	ll(3.04), ie(2.96), la(2.56), ri(2.45), ar(2.33), el(2.29)
1200	15.62	caylee     	 	ee(3.78), yl(3.29), ca(3.22), ay(2.97), le(2.36)
1201	15.61	maeve      	 	ev(4.43), ve(4.39), ae(4.21), ma(2.58)
1202	15.61	karlee     	 	rl(4.03), ee(3.78), ka(3.11), le(2.36), ar(2.33)
1203	15.60	jaylyn     	 	yl(3.29), ly(3.19), yn(3.10), ja(3.05), ay(2.97)
1204	15.60	brody      	 	od(4.90), dy(4.21), ro(3.36), br(3.12)
1205	15.59	janelle    	 	ne(3.08), ja(3.05), ll(3.04), le(2.36), el(2.29), an(1.78)
1206	15.59	kailee     	 	ee(3.78), ai(3.27), ka(3.11), il(3.07), le(2.36)
1207	15.56	ahmad      	 	hm(6.51), ad(3.28), ah(3.19), ma(2.58)
1208	15.56	jaylon     	 	lo(3.80), yl(3.29), ja(3.05), ay(2.97), on(2.45)
1209	15.56	devon      	 	vo(5.66), ev(4.43), de(3.01), on(2.45)
1210	15.55	jadiel     	 	di(3.97), ad(3.28), ja(3.05), ie(2.96), el(2.29)
1211	15.54	emilie     	 	em(3.97), mi(3.18), il(3.07), ie(2.96), li(2.36)
1212	15.52	lucy       	 	cy(5.53), uc(5.21), lu(4.78)
1213	15.52	rayden     	 	yd(4.52), de(3.01), ay(2.97), ra(2.72), en(2.31)
1214	15.51	raelyn     	 	ae(4.21), ly(3.19), yn(3.10), ra(2.72), el(2.29)
1215	15.51	jaydan     	 	yd(4.52), da(3.20), ja(3.05), ay(2.97), an(1.78)
1216	15.51	kaylee     	 	ee(3.78), yl(3.29), ka(3.11), ay(2.97), le(2.36)
1217	15.50	alexa      	 	xa(5.53), ex(5.05), al(2.57), le(2.36)
1218	15.49	quinn      	 	ui(5.13), qu(4.84), nn(2.87), in(2.66)
1219	15.49	quinn      	 	ui(5.13), qu(4.84), nn(2.87), in(2.66)
1220	15.49	miriam     	 	ir(4.28), mi(3.18), am(3.10), ia(2.49), ri(2.45)
1221	15.49	brennan    	 	br(3.12), re(2.94), nn(2.87), na(2.48), en(2.31), an(1.78)
1222	15.49	armani     	 	rm(5.41), ni(3.39), ma(2.58), ar(2.33), an(1.78)
1223	15.49	armani     	 	rm(5.41), ni(3.39), ma(2.58), ar(2.33), an(1.78)
1224	15.49	lexie      	 	xi(5.13), ex(5.05), ie(2.96), le(2.36)
1225	15.48	simon      	 	im(4.43), mo(4.35), si(4.24), on(2.45)
1226	15.48	isaac      	 	aa(5.21), ac(4.03), sa(3.25), is(2.99)
1227	15.48	gemma      	 	mm(4.84), ge(4.08), em(3.97), ma(2.58)
1228	15.46	ruth       	 	ut(6.51), ru(5.31), th(3.64)
1229	15.46	ezra       	 	zr(6.92), ez(5.82), ra(2.72)
1230	15.45	jaylee     	 	ee(3.78), yl(3.29), ja(3.05), ay(2.97), le(2.36)
1231	15.44	darren     	 	rr(4.67), da(3.20), re(2.94), ar(2.33), en(2.31)
1232	15.44	alannah    	 	ah(3.19), nn(2.87), al(2.57), la(2.56), na(2.48), an(1.78)
1233	15.44	hassan     	 	ss(4.11), as(3.38), sa(3.25), ha(2.92), an(1.78)
1234	15.42	julio      	 	ju(4.39), ul(4.35), io(4.32), li(2.36)
1235	15.42	charli     	 	rl(4.03), ch(3.78), ha(2.92), li(2.36), ar(2.33)
1236	15.42	arielle    	 	ll(3.04), ie(2.96), ri(2.45), le(2.36), ar(2.33), el(2.29)
1237	15.42	kyron      	 	yr(5.13), ky(4.48), ro(3.36), on(2.45)
1238	15.41	renata     	 	ta(4.03), at(3.66), re(2.94), na(2.48), en(2.31)
1239	15.41	davon      	 	vo(5.66), av(4.08), da(3.20), on(2.45)
1240	15.40	frank      	 	nk(6.00), fr(4.90), ra(2.72), an(1.78)
1241	15.39	hailee     	 	ee(3.78), ai(3.27), il(3.07), ha(2.92), le(2.36)
1242	15.38	david      	 	id(4.35), av(4.08), vi(3.74), da(3.20)
1243	15.38	angela     	 	ng(4.67), ge(4.08), la(2.56), el(2.29), an(1.78)
1244	15.38	yahir      	 	hi(4.62), ir(4.28), ya(3.29), ah(3.19)
1245	15.38	olive      	 	iv(4.84), ve(4.39), ol(3.78), li(2.36)
1246	15.37	julian     	 	ju(4.39), ul(4.35), ia(2.49), li(2.36), an(1.78)
1247	15.37	isaias     	 	as(3.38), ai(3.27), sa(3.25), is(2.99), ia(2.49)
1248	15.35	jolene     	 	jo(3.83), ol(3.78), ne(3.08), le(2.36), en(2.31)
1249	15.35	denise     	 	se(3.66), ni(3.39), de(3.01), is(2.99), en(2.31)
1250	15.35	reece      	 	ec(5.13), ee(3.78), ce(3.50), re(2.94)
1251	15.34	adalyn     	 	ad(3.28), da(3.20), ly(3.19), yn(3.10), al(2.57)
1252	15.33	danica     	 	ic(3.74), ni(3.39), ca(3.22), da(3.20), an(1.78)
1253	15.32	haylee     	 	ee(3.78), yl(3.29), ay(2.97), ha(2.92), le(2.36)
1254	15.32	oscar      	 	sc(5.53), os(4.24), ca(3.22), ar(2.33)
1255	15.31	aimee      	 	im(4.43), me(3.83), ee(3.78), ai(3.27)
1256	15.30	landry     	 	dr(4.00), ry(3.57), nd(3.39), la(2.56), an(1.78)
1257	15.29	davian     	 	av(4.08), vi(3.74), da(3.20), ia(2.49), an(1.78)
1258	15.29	jerry      	 	rr(4.67), je(4.43), ry(3.57), er(2.62)
1259	15.29	alissa     	 	ss(4.11), sa(3.25), is(2.99), al(2.57), li(2.36)
1260	15.27	josie      	 	os(4.24), si(4.24), jo(3.83), ie(2.96)
1261	15.26	carley     	 	rl(4.03), ey(3.33), ca(3.22), le(2.36), ar(2.33)
1262	15.25	javon      	 	vo(5.66), av(4.08), ja(3.05), on(2.45)
1263	15.25	tyson      	 	ty(4.78), ys(4.43), so(3.59), on(2.45)
1264	15.19	marlon     	 	rl(4.03), lo(3.80), ma(2.58), on(2.45), ar(2.33)
1265	15.19	isaiah     	 	ai(3.27), sa(3.25), ah(3.19), is(2.99), ia(2.49)
1266	15.18	brianna    	 	br(3.12), nn(2.87), ia(2.49), na(2.48), ri(2.45), an(1.78)
1267	15.16	heath      	 	ea(4.06), he(3.80), at(3.66), th(3.64)
1268	15.16	aubri      	 	ub(5.41), au(4.18), br(3.12), ri(2.45)
1269	15.15	krish      	 	kr(5.66), sh(4.06), is(2.99), ri(2.45)
1270	15.14	amber      	 	mb(5.82), be(3.60), am(3.10), er(2.62)
1271	15.14	sandra     	 	dr(4.00), nd(3.39), sa(3.25), ra(2.72), an(1.78)
1272	15.14	kailey     	 	ey(3.33), ai(3.27), ka(3.11), il(3.07), le(2.36)
1273	15.13	kendal     	 	ke(3.66), nd(3.39), da(3.20), al(2.57), en(2.31)
1274	15.13	stella     	 	te(3.74), st(3.50), ll(3.04), la(2.56), el(2.29)
1275	15.13	saige      	 	ig(4.52), ge(4.08), ai(3.27), sa(3.25)
1276	15.12	camila     	 	ca(3.22), mi(3.18), am(3.10), il(3.07), la(2.56)
1277	15.12	melany     	 	ny(4.67), me(3.83), la(2.56), el(2.29), an(1.78)
1278	15.12	sharon     	 	sh(4.06), ro(3.36), ha(2.92), on(2.45), ar(2.33)
1279	15.10	aiyana     	 	iy(4.28), ya(3.29), ai(3.27), na(2.48), an(1.78)
1280	15.09	lillian    	 	li(4.73), il(3.07), ll(3.04), ia(2.49), an(1.78)
1281	15.09	keira      	 	ei(4.43), ir(4.28), ke(3.66), ra(2.72)
1282	15.08	marlee     	 	rl(4.03), ee(3.78), ma(2.58), le(2.36), ar(2.33)
1283	15.07	emilia     	 	em(3.97), mi(3.18), il(3.07), ia(2.49), li(2.36)
1284	15.06	jaylah     	 	yl(3.29), ah(3.19), ja(3.05), ay(2.97), la(2.56)
1285	15.06	hayes      	 	ye(5.53), es(3.64), ay(2.97), ha(2.92)
1286	15.06	holly      	 	ho(5.05), ol(3.78), ly(3.19), ll(3.04)
1287	15.05	drake      	 	ak(4.67), dr(4.00), ke(3.66), ra(2.72)
1288	15.04	jayce      	 	yc(5.53), ce(3.50), ja(3.05), ay(2.97)
1289	15.04	landyn     	 	dy(4.21), nd(3.39), yn(3.10), la(2.56), an(1.78)
1290	15.03	ronnie     	 	ni(3.39), ro(3.36), ie(2.96), nn(2.87), on(2.45)
1291	15.03	pearl      	 	pe(4.62), ea(4.06), rl(4.03), ar(2.33)
1292	15.03	grace      	 	gr(4.78), ac(4.03), ce(3.50), ra(2.72)
1293	15.02	elsie      	 	ls(5.53), si(4.24), ie(2.96), el(2.29)
1294	15.02	kamila     	 	mi(3.18), ka(3.11), am(3.10), il(3.07), la(2.56)
1295	14.99	adrien     	 	dr(4.00), ad(3.28), ie(2.96), ri(2.45), en(2.31)
1296	14.99	grady      	 	gr(4.78), dy(4.21), ad(3.28), ra(2.72)
1297	14.98	ricky      	 	ky(4.48), ck(4.32), ic(3.74), ri(2.45)
1298	14.98	adriel     	 	dr(4.00), ad(3.28), ie(2.96), ri(2.45), el(2.29)
1299	14.98	peter      	 	pe(4.62), et(4.00), te(3.74), er(2.62)
1300	14.97	hope       	 	op(5.31), ho(5.05), pe(4.62)
1301	14.97	harley     	 	rl(4.03), ey(3.33), ha(2.92), le(2.36), ar(2.33)
1302	14.97	harley     	 	rl(4.03), ey(3.33), ha(2.92), le(2.36), ar(2.33)
1303	14.96	brenda     	 	nd(3.39), da(3.20), br(3.12), re(2.94), en(2.31)
1304	14.95	hailey     	 	ey(3.33), ai(3.27), il(3.07), ha(2.92), le(2.36)
1305	14.95	kyson      	 	ky(4.48), ys(4.43), so(3.59), on(2.45)
1306	14.94	emelia     	 	em(3.97), me(3.83), ia(2.49), li(2.36), el(2.29)
1307	14.94	conner     	 	co(3.92), ne(3.08), nn(2.87), er(2.62), on(2.45)
1308	14.94	cohen      	 	oh(4.90), co(3.92), he(3.80), en(2.31)
1309	14.93	aidyn      	 	id(4.35), dy(4.21), ai(3.27), yn(3.10)
1310	14.91	gianni     	 	gi(4.39), ni(3.39), nn(2.87), ia(2.49), an(1.78)
1311	14.91	zander     	 	za(4.11), nd(3.39), de(3.01), er(2.62), an(1.78)
1312	14.90	lainey     	 	ey(3.33), ai(3.27), ne(3.08), in(2.66), la(2.56)
1313	14.89	alisha     	 	sh(4.06), is(2.99), ha(2.92), al(2.57), li(2.36)
1314	14.89	carlie     	 	rl(4.03), ca(3.22), ie(2.96), li(2.36), ar(2.33)
1315	14.88	chris      	 	hr(5.66), ch(3.78), is(2.99), ri(2.45)
1316	14.88	cindy      	 	ci(4.62), dy(4.21), nd(3.39), in(2.66)
1317	14.87	roland     	 	ol(3.78), nd(3.39), ro(3.36), la(2.56), an(1.78)
1318	14.87	hayley     	 	ey(3.33), yl(3.29), ay(2.97), ha(2.92), le(2.36)
1319	14.87	susan      	 	su(5.66), us(4.18), sa(3.25), an(1.78)
1320	14.87	daisy      	 	sy(5.41), ai(3.27), da(3.20), is(2.99)
1321	14.87	adelyn     	 	ad(3.28), ly(3.19), yn(3.10), de(3.01), el(2.29)
1322	14.87	maryam     	 	ry(3.57), ya(3.29), am(3.10), ma(2.58), ar(2.33)
1323	14.85	sienna     	 	si(4.24), ie(2.96), nn(2.87), na(2.48), en(2.31)
1324	14.85	leonel     	 	eo(4.67), ne(3.08), on(2.45), le(2.36), el(2.29)
1325	14.79	karlie     	 	rl(4.03), ka(3.11), ie(2.96), li(2.36), ar(2.33)
1326	14.78	aileen     	 	ee(3.78), ai(3.27), il(3.07), le(2.36), en(2.31)
1327	14.78	fiona      	 	fi(5.53), io(4.32), na(2.48), on(2.45)
1328	14.75	maleah     	 	ea(4.06), ah(3.19), ma(2.58), al(2.57), le(2.36)
1329	14.75	megan      	 	eg(4.97), ga(4.18), me(3.83), an(1.78)
1330	14.75	tessa      	 	ss(4.11), te(3.74), es(3.64), sa(3.25)
1331	14.75	damien     	 	da(3.20), mi(3.18), am(3.10), ie(2.96), en(2.31)
1332	14.75	dallas     	 	as(3.38), da(3.20), ll(3.04), al(2.57), la(2.56)
1333	14.74	abby       	 	bb(5.66), by(5.13), ab(3.95)
1334	14.74	zeke       	 	ek(5.66), ze(5.41), ke(3.66)
1335	14.71	ayleen     	 	ee(3.78), yl(3.29), ay(2.97), le(2.36), en(2.31)
1336	14.69	kaylie     	 	yl(3.29), ka(3.11), ay(2.97), ie(2.96), li(2.36)
1337	14.69	wendy      	 	we(4.78), dy(4.21), nd(3.39), en(2.31)
1338	14.68	trace      	 	tr(4.43), ac(4.03), ce(3.50), ra(2.72)
1339	14.66	avery      	 	ve(4.39), av(4.08), ry(3.57), er(2.62)
1340	14.66	avery      	 	ve(4.39), av(4.08), ry(3.57), er(2.62)
1341	14.66	tegan      	 	eg(4.97), ga(4.18), te(3.74), an(1.78)
1342	14.66	gavin      	 	ga(4.18), av(4.08), vi(3.74), in(2.66)
1343	14.66	luke       	 	uk(6.22), lu(4.78), ke(3.66)
1344	14.65	lailah     	 	la(5.12), ai(3.27), ah(3.19), il(3.07)
1345	14.65	mateo      	 	eo(4.67), te(3.74), at(3.66), ma(2.58)
1346	14.64	sylas      	 	sy(5.41), as(3.38), yl(3.29), la(2.56)
1347	14.64	rudy       	 	ru(5.31), ud(5.13), dy(4.21)
1348	14.63	shania     	 	sh(4.06), ni(3.39), ha(2.92), ia(2.49), an(1.78)
1349	14.63	marley     	 	rl(4.03), ey(3.33), ma(2.58), le(2.36), ar(2.33)
1350	14.63	salma      	 	lm(6.22), sa(3.25), ma(2.58), al(2.57)
1351	14.62	elisha     	 	sh(4.06), is(2.99), ha(2.92), li(2.36), el(2.29)
1352	14.60	millie     	 	mi(3.18), il(3.07), ll(3.04), ie(2.96), li(2.36)
1353	14.60	zaire      	 	ir(4.28), za(4.11), ai(3.27), re(2.94)
1354	14.59	terry      	 	rr(4.67), te(3.74), ry(3.57), er(2.62)
1355	14.59	ryland     	 	ry(3.57), nd(3.39), yl(3.29), la(2.56), an(1.78)
1356	14.58	alayah     	 	ya(3.29), ah(3.19), ay(2.97), al(2.57), la(2.56)
1357	14.57	laylah     	 	la(5.12), yl(3.29), ah(3.19), ay(2.97)
1358	14.57	jaime      	 	im(4.43), me(3.83), ai(3.27), ja(3.05)
1359	14.57	aviana     	 	av(4.08), vi(3.74), ia(2.49), na(2.48), an(1.78)
1360	14.57	zariah     	 	za(4.11), ah(3.19), ia(2.49), ri(2.45), ar(2.33)
1361	14.56	lathan     	 	at(3.66), th(3.64), ha(2.92), la(2.56), an(1.78)
1362	14.56	dennis     	 	ni(3.39), de(3.01), is(2.99), nn(2.87), en(2.31)
1363	14.54	alianna    	 	nn(2.87), al(2.57), ia(2.49), na(2.48), li(2.36), an(1.78)
1364	14.54	amelie     	 	me(3.83), am(3.10), ie(2.96), li(2.36), el(2.29)
1365	14.54	liliana    	 	li(4.73), il(3.07), ia(2.49), na(2.48), an(1.78)
1366	14.52	cannon     	 	no(4.21), ca(3.22), nn(2.87), on(2.45), an(1.78)
1367	14.51	billy      	 	bi(5.21), ly(3.19), il(3.07), ll(3.04)
