Order	Score	Word	IsRandom	Ngrams
511	10.64	chandler   	 	dl(4.45), ch(2.01), nd(1.62), ha(1.14), er(0.84), le(0.58), an(0.00)
512	10.64	morgan     	 	rg(3.76), mo(2.58), ga(2.40), or(1.90), an(0.00)
513	10.64	morgan     	 	rg(3.76), mo(2.58), ga(2.40), or(1.90), an(0.00)
514	10.62	destiny    	 	ny(2.89), ti(2.03), es(1.86), st(1.72), de(1.23), in(0.89)
515	10.62	diego      	 	go(4.04), eg(3.20), di(2.20), ie(1.18)
516	10.60	thomas     	 	ho(3.27), om(3.06), th(1.86), as(1.60), ma(0.80)
517	10.58	boston     	 	bo(3.89), os(2.47), to(1.83), st(1.72), on(0.68)
518	10.58	makhi      	 	kh(4.04), ak(2.89), hi(2.84), ma(0.80)
519	10.56	aubrianna  	 	ub(3.64), au(2.40), br(1.35), nn(1.09), ia(0.71), na(0.70), ri(0.67), an(0.00)
520	10.56	samuel     	 	mu(4.04), ue(3.20), sa(1.48), am(1.32), el(0.52)
521	10.55	aubree     	 	ub(3.64), au(2.40), ee(2.01), br(1.35), re(1.16)
522	10.53	titus      	 	tu(3.64), it(2.47), us(2.40), ti(2.03)
523	10.52	francis    	 	fr(3.13), ci(2.84), nc(2.40), is(1.21), ra(0.94), an(0.00)
524	10.52	ruby       	 	ub(3.64), ru(3.53), by(3.35)
525	10.51	jessie     	 	je(2.66), si(2.47), ss(2.34), es(1.86), ie(1.18)
526	10.51	jessie     	 	je(2.66), si(2.47), ss(2.34), es(1.86), ie(1.18)
527	10.50	cecilia    	 	ec(3.35), ci(2.84), ce(1.72), il(1.29), ia(0.71), li(0.59)
528	10.50	jaxton     	 	xt(3.89), ax(2.84), to(1.83), ja(1.27), on(0.68)
529	10.50	skye       	 	sk(4.04), ye(3.76), ky(2.70)
530	10.49	brynlee    	 	nl(3.44), ee(2.01), ry(1.79), br(1.35), yn(1.32), le(0.58)
531	10.48	vicente    	 	nt(2.34), te(1.96), ic(1.96), vi(1.96), ce(1.72), en(0.53)
532	10.47	payton     	 	yt(3.89), pa(2.89), to(1.83), ay(1.19), on(0.68)
533	10.47	payton     	 	yt(3.89), pa(2.89), to(1.83), ay(1.19), on(0.68)
534	10.47	micheal    	 	ea(2.28), he(2.03), ch(2.01), ic(1.96), mi(1.40), al(0.79)
535	10.47	wyatt      	 	wy(4.45), tt(2.62), at(1.88), ya(1.52)
536	10.46	payten     	 	yt(3.89), pa(2.89), te(1.96), ay(1.19), en(0.53)
537	10.46	hugh       	 	hu(3.76), ug(3.64), gh(3.06)
538	10.44	sloane     	 	oa(4.04), sl(3.06), lo(2.03), ne(1.30), an(0.00)
539	10.43	samson     	 	ms(5.14), so(1.81), sa(1.48), am(1.32), on(0.68)
540	10.42	lindsey    	 	ds(3.89), se(1.88), nd(1.62), ey(1.56), in(0.89), li(0.59)
541	10.42	paola      	 	ao(4.74), pa(2.89), ol(2.01), la(0.78)
542	10.41	colton     	 	lt(3.76), co(2.15), ol(2.01), to(1.83), on(0.68)
543	10.41	gisselle   	 	gi(2.62), ss(2.34), se(1.88), ll(1.26), is(1.21), le(0.58), el(0.52)
544	10.40	caitlin    	 	tl(3.53), it(2.47), ai(1.49), ca(1.44), in(0.89), li(0.59)
545	10.40	colten     	 	lt(3.76), co(2.15), ol(2.01), te(1.96), en(0.53)
546	10.40	maurice    	 	ur(2.84), au(2.40), ic(1.96), ce(1.72), ma(0.80), ri(0.67)
547	10.40	jakob      	 	ob(3.35), ak(2.89), ko(2.89), ja(1.27)
548	10.40	antoine    	 	oi(4.04), nt(2.34), to(1.83), ne(1.30), in(0.89), an(0.00)
549	10.40	parker     	 	rk(4.23), pa(2.89), ke(1.88), er(0.84), ar(0.55)
550	10.40	parker     	 	rk(4.23), pa(2.89), ke(1.88), er(0.84), ar(0.55)
551	10.39	jeremiah   	 	je(2.66), em(2.20), ah(1.42), mi(1.40), re(1.16), er(0.84), ia(0.71)
552	10.39	lukas      	 	uk(4.45), lu(3.00), as(1.60), ka(1.34)
553	10.38	bradley    	 	dl(4.45), ey(1.56), ad(1.50), br(1.35), ra(0.94), le(0.58)
554	10.38	clarissa   	 	cl(3.35), ss(2.34), sa(1.48), is(1.21), la(0.78), ri(0.67), ar(0.55)
555	10.37	bentley    	 	tl(3.53), nt(2.34), be(1.83), ey(1.56), le(0.58), en(0.53)
556	10.37	bentley    	 	tl(3.53), nt(2.34), be(1.83), ey(1.56), le(0.58), en(0.53)
557	10.36	yesenia    	 	ye(3.76), se(1.88), es(1.86), ni(1.62), ia(0.71), en(0.53)
558	10.36	jerimiah   	 	je(2.66), im(2.66), ah(1.42), mi(1.40), er(0.84), ia(0.71), ri(0.67)
559	10.35	robert     	 	ob(3.35), rt(2.74), be(1.83), ro(1.59), er(0.84)
560	10.35	darwin     	 	rw(4.04), wi(3.44), da(1.43), in(0.89), ar(0.55)
561	10.34	louis      	 	ou(3.76), ui(3.35), lo(2.03), is(1.21)
562	10.34	efrain     	 	ef(3.89), fr(3.13), ai(1.49), ra(0.94), in(0.89)
563	10.33	gabriella  	 	ga(2.40), ab(2.17), br(1.35), ll(1.26), ie(1.18), la(0.78), ri(0.67), el(0.52)
564	10.32	joslyn     	 	sl(3.06), os(2.47), jo(2.05), ly(1.42), yn(1.32)
565	10.32	harvey     	 	rv(4.45), ve(2.62), ey(1.56), ha(1.14), ar(0.55)
566	10.31	holden     	 	ld(3.27), ho(3.27), ol(2.01), de(1.23), en(0.53)
567	10.30	pierre     	 	pi(4.23), rr(2.89), ie(1.18), re(1.16), er(0.84)
568	10.30	brantley   	 	tl(3.53), nt(2.34), ey(1.56), br(1.35), ra(0.94), le(0.58), an(0.00)
569	10.30	kaitlin    	 	tl(3.53), it(2.47), ai(1.49), ka(1.34), in(0.89), li(0.59)
570	10.28	grayson    	 	gr(3.00), ys(2.66), so(1.81), ay(1.19), ra(0.94), on(0.68)
571	10.27	neveah     	 	ev(2.66), ve(2.62), ea(2.28), ah(1.42), ne(1.30)
572	10.26	ashlyn     	 	hl(3.64), sh(2.28), as(1.60), ly(1.42), yn(1.32)
573	10.25	michaela   	 	ae(2.43), ch(2.01), ic(1.96), mi(1.40), ha(1.14), la(0.78), el(0.52)
574	10.25	aaliyah    	 	aa(3.44), iy(2.50), ya(1.52), ah(1.42), al(0.79), li(0.59)
575	10.25	israel     	 	sr(5.14), ae(2.43), is(1.21), ra(0.94), el(0.52)
576	10.24	audrina    	 	ud(3.35), au(2.40), dr(2.22), in(0.89), na(0.70), ri(0.67)
577	10.23	kristian   	 	kr(3.89), ti(2.03), st(1.72), is(1.21), ia(0.71), ri(0.67), an(0.00)
578	10.23	carmelo    	 	rm(3.64), me(2.05), lo(2.03), ca(1.44), ar(0.55), el(0.52)
579	10.22	finley     	 	fi(3.76), nl(3.44), ey(1.56), in(0.89), le(0.58)
580	10.22	finley     	 	fi(3.76), nl(3.44), ey(1.56), in(0.89), le(0.58)
581	10.22	jasmine    	 	sm(3.76), as(1.60), mi(1.40), ne(1.30), ja(1.27), in(0.89)
582	10.22	gracie     	 	gr(3.00), ci(2.84), ac(2.25), ie(1.18), ra(0.94)
583	10.21	rivka      	 	vk(5.14), iv(3.06), ka(1.34), ri(0.67)
584	10.21	graysen    	 	gr(3.00), ys(2.66), se(1.88), ay(1.19), ra(0.94), en(0.53)
585	10.21	yamileth   	 	et(2.22), th(1.86), ya(1.52), mi(1.40), am(1.32), il(1.29), le(0.58)
586	10.20	jerome     	 	om(3.06), je(2.66), me(2.05), ro(1.59), er(0.84)
587	10.20	karsyn     	 	sy(3.64), rs(3.35), ka(1.34), yn(1.32), ar(0.55)
588	10.19	lucy       	 	cy(3.76), uc(3.44), lu(3.00)
589	10.19	leigha     	 	gh(3.06), ig(2.74), ei(2.66), ha(1.14), le(0.58)
590	10.18	marshall   	 	rs(3.35), sh(2.28), ll(1.26), ha(1.14), ma(0.80), al(0.79), ar(0.55)
591	10.17	kinsey     	 	ns(3.27), ki(2.58), se(1.88), ey(1.56), in(0.89)
592	10.17	valentina  	 	nt(2.34), va(2.31), ti(2.03), in(0.89), al(0.79), na(0.70), le(0.58), en(0.53)
593	10.17	gerardo    	 	rd(3.27), ge(2.31), do(2.25), ra(0.94), er(0.84), ar(0.55)
594	10.17	jimena     	 	ji(4.23), im(2.66), me(2.05), na(0.70), en(0.53)
595	10.17	april      	 	ap(4.45), pr(3.76), il(1.29), ri(0.67)
596	10.16	matteo     	 	eo(2.89), tt(2.62), te(1.96), at(1.88), ma(0.80)
597	10.16	melody     	 	od(3.13), dy(2.43), me(2.05), lo(2.03), el(0.52)
598	10.15	ricardo    	 	rd(3.27), do(2.25), ic(1.96), ca(1.44), ri(0.67), ar(0.55)
599	10.14	sherlyn    	 	sh(2.28), rl(2.25), he(2.03), ly(1.42), yn(1.32), er(0.84)
600	10.14	derrick    	 	rr(2.89), ck(2.54), ic(1.96), de(1.23), er(0.84), ri(0.67)
601	10.13	ruth       	 	ut(4.74), ru(3.53), th(1.86)
602	10.13	ezra       	 	zr(5.14), ez(4.04), ra(0.94)
603	10.13	gabrielle  	 	ga(2.40), ab(2.17), br(1.35), ll(1.26), ie(1.18), ri(0.67), le(0.58), el(0.52)
604	10.12	gunner     	 	gu(3.53), un(3.35), ne(1.30), nn(1.09), er(0.84)
605	10.12	fisher     	 	fi(3.76), sh(2.28), he(2.03), is(1.21), er(0.84)
606	10.12	nicolas    	 	co(2.15), ol(2.01), ic(1.96), ni(1.62), as(1.60), la(0.78)
607	10.11	mathew     	 	ew(3.53), he(2.03), at(1.88), th(1.86), ma(0.80)
608	10.10	aubrey     	 	ub(3.64), au(2.40), ey(1.56), br(1.35), re(1.16)
609	10.10	izayah     	 	iz(3.64), za(2.34), ya(1.52), ah(1.42), ay(1.19)
610	10.08	zachary    	 	za(2.34), ac(2.25), ch(2.01), ry(1.79), ha(1.14), ar(0.55)
611	10.08	teagan     	 	ag(3.44), ga(2.40), ea(2.28), te(1.96), an(0.00)
612	10.08	teagan     	 	ag(3.44), ga(2.40), ea(2.28), te(1.96), an(0.00)
613	10.07	wesley     	 	sl(3.06), we(3.00), es(1.86), ey(1.56), le(0.58)
614	10.06	frances    	 	fr(3.13), nc(2.40), es(1.86), ce(1.72), ra(0.94), an(0.00)
615	10.06	audriana   	 	ud(3.35), au(2.40), dr(2.22), ia(0.71), na(0.70), ri(0.67), an(0.00)
616	10.06	jeremy     	 	my(3.20), je(2.66), em(2.20), re(1.16), er(0.84)
617	10.05	xavier     	 	xa(3.76), av(2.31), vi(1.96), ie(1.18), er(0.84)
618	10.05	kynlee     	 	nl(3.44), ky(2.70), ee(2.01), yn(1.32), le(0.58)
619	10.05	paulina    	 	pa(2.89), ul(2.58), au(2.40), in(0.89), na(0.70), li(0.59)
620	10.04	bruce      	 	ru(3.53), uc(3.44), ce(1.72), br(1.35)
621	10.04	maxton     	 	xt(3.89), ax(2.84), to(1.83), ma(0.80), on(0.68)
622	10.02	ingrid     	 	gr(3.00), ng(2.89), id(2.58), in(0.89), ri(0.67)
623	10.02	alyvia     	 	yv(5.14), vi(1.96), ly(1.42), al(0.79), ia(0.71)
624	10.02	jorge      	 	rg(3.76), ge(2.31), jo(2.05), or(1.90)
625	10.00	keagan     	 	ag(3.44), ga(2.40), ea(2.28), ke(1.88), an(0.00)
626	9.99	lucian     	 	uc(3.44), lu(3.00), ci(2.84), ia(0.71), an(0.00)
627	9.99	lucia      	 	uc(3.44), lu(3.00), ci(2.84), ia(0.71)
628	9.99	gideon     	 	eo(2.89), gi(2.62), id(2.58), de(1.23), on(0.68)
629	9.99	kristen    	 	kr(3.89), te(1.96), st(1.72), is(1.21), ri(0.67), en(0.53)
630	9.98	stacy      	 	cy(3.76), ac(2.25), ta(2.25), st(1.72)
631	9.97	estrella   	 	tr(2.66), es(1.86), st(1.72), ll(1.26), re(1.16), la(0.78), el(0.52)
632	9.96	albert     	 	lb(3.76), rt(2.74), be(1.83), er(0.84), al(0.79)
633	9.95	bethany    	 	ny(2.89), et(2.22), th(1.86), be(1.83), ha(1.14), an(0.00)
634	9.95	hamza      	 	mz(5.14), za(2.34), am(1.32), ha(1.14)
635	9.95	jaycee     	 	yc(3.76), ee(2.01), ce(1.72), ja(1.27), ay(1.19)
636	9.92	tyrone     	 	yr(3.35), ty(3.00), ro(1.59), ne(1.30), on(0.68)
637	9.91	naomi      	 	ao(4.74), om(3.06), mi(1.40), na(0.70)
638	9.90	edgar      	 	dg(4.45), ed(2.50), ga(2.40), ar(0.55)
639	9.88	madyson    	 	ys(2.66), dy(2.43), so(1.81), ad(1.50), ma(0.80), on(0.68)
640	9.88	cristian   	 	cr(3.53), ti(2.03), st(1.72), is(1.21), ia(0.71), ri(0.67), an(0.00)
641	9.86	natasha    	 	sh(2.28), ta(2.25), at(1.88), as(1.60), ha(1.14), na(0.70)
642	9.86	kymani     	 	ym(4.74), ky(2.70), ni(1.62), ma(0.80), an(0.00)
643	9.85	fabian     	 	fa(3.53), bi(3.44), ab(2.17), ia(0.71), an(0.00)
644	9.84	vincent    	 	nc(2.40), nt(2.34), vi(1.96), ce(1.72), in(0.89), en(0.53)
645	9.84	charity    	 	ty(3.00), it(2.47), ch(2.01), ha(1.14), ri(0.67), ar(0.55)
646	9.83	harper     	 	rp(4.45), pe(2.84), ha(1.14), er(0.84), ar(0.55)
647	9.83	harper     	 	rp(4.45), pe(2.84), ha(1.14), er(0.84), ar(0.55)
648	9.82	ralph      	 	lp(5.14), ph(2.94), ra(0.94), al(0.79)
649	9.80	kelsie     	 	ls(3.76), si(2.47), ke(1.88), ie(1.18), el(0.52)
650	9.80	irvin      	 	rv(4.45), ir(2.50), vi(1.96), in(0.89)
651	9.77	camryn     	 	mr(3.89), ry(1.79), ca(1.44), yn(1.32), am(1.32)
652	9.77	camryn     	 	mr(3.89), ry(1.79), ca(1.44), yn(1.32), am(1.32)
653	9.76	heaven     	 	ve(2.62), av(2.31), ea(2.28), he(2.03), en(0.53)
654	9.76	michelle   	 	he(2.03), ch(2.01), ic(1.96), mi(1.40), ll(1.26), le(0.58), el(0.52)
655	9.76	gloria     	 	gl(4.45), lo(2.03), or(1.90), ia(0.71), ri(0.67)
656	9.74	kennedy    	 	ed(2.50), dy(2.43), ke(1.88), ne(1.30), nn(1.09), en(0.53)
657	9.72	conrad     	 	nr(4.45), co(2.15), ad(1.50), ra(0.94), on(0.68)
658	9.71	jewel      	 	ew(3.53), we(3.00), je(2.66), el(0.52)
659	9.71	angelica   	 	ng(2.89), ge(2.31), ic(1.96), ca(1.44), li(0.59), el(0.52), an(0.00)
660	9.70	mathias    	 	hi(2.84), at(1.88), th(1.86), as(1.60), ma(0.80), ia(0.71)
661	9.69	skyler     	 	sk(4.04), ky(2.70), yl(1.52), er(0.84), le(0.58)
662	9.69	skyler     	 	sk(4.04), ky(2.70), yl(1.52), er(0.84), le(0.58)
663	9.68	genesis    	 	si(2.47), ge(2.31), es(1.86), ne(1.30), is(1.21), en(0.53)
664	9.68	eloise     	 	oi(4.04), lo(2.03), se(1.88), is(1.21), el(0.52)
665	9.68	simone     	 	im(2.66), mo(2.58), si(2.47), ne(1.30), on(0.68)
666	9.67	aurora     	 	ur(2.84), au(2.40), or(1.90), ro(1.59), ra(0.94)
667	9.67	clinton    	 	cl(3.35), nt(2.34), to(1.83), in(0.89), on(0.68), li(0.59)
668	9.66	kamryn     	 	mr(3.89), ry(1.79), ka(1.34), yn(1.32), am(1.32)
669	9.66	kamryn     	 	mr(3.89), ry(1.79), ka(1.34), yn(1.32), am(1.32)
670	9.66	ryker      	 	yk(5.14), ke(1.88), ry(1.79), er(0.84)
671	9.66	ashley     	 	hl(3.64), sh(2.28), as(1.60), ey(1.56), le(0.58)
672	9.66	joselyn    	 	os(2.47), jo(2.05), se(1.88), ly(1.42), yn(1.32), el(0.52)
673	9.65	justin     	 	ju(2.62), us(2.40), ti(2.03), st(1.72), in(0.89)
674	9.65	maxim      	 	xi(3.35), ax(2.84), im(2.66), ma(0.80)
675	9.65	lindsay    	 	ds(3.89), nd(1.62), sa(1.48), ay(1.19), in(0.89), li(0.59)
676	9.65	bently     	 	tl(3.53), nt(2.34), be(1.83), ly(1.42), en(0.53)
677	9.64	samiyah    	 	iy(2.50), ya(1.52), sa(1.48), ah(1.42), mi(1.40), am(1.32)
678	9.64	hope       	 	op(3.53), ho(3.27), pe(2.84)
679	9.63	channing   	 	ng(2.89), ch(2.01), ni(1.62), ha(1.14), nn(1.09), in(0.89), an(0.00)
680	9.63	madilynn   	 	di(2.20), ad(1.50), ly(1.42), yn(1.32), il(1.29), nn(1.09), ma(0.80)
681	9.62	evelynn    	 	ev(2.66), ve(2.62), ly(1.42), yn(1.32), nn(1.09), el(0.52)
682	9.61	harlow     	 	ow(3.64), rl(2.25), lo(2.03), ha(1.14), ar(0.55)
683	9.61	jovani     	 	ov(3.64), va(2.31), jo(2.05), ni(1.62), an(0.00)
684	9.60	richard    	 	rd(3.27), ch(2.01), ic(1.96), ha(1.14), ri(0.67), ar(0.55)
685	9.60	mikaela    	 	ik(3.13), ae(2.43), mi(1.40), ka(1.34), la(0.78), el(0.52)
686	9.60	kelsey     	 	ls(3.76), ke(1.88), se(1.88), ey(1.56), el(0.52)
687	9.60	skylar     	 	sk(4.04), ky(2.70), yl(1.52), la(0.78), ar(0.55)
688	9.60	skylar     	 	sk(4.04), ky(2.70), yl(1.52), la(0.78), ar(0.55)
689	9.60	emmalyn    	 	mm(3.06), em(2.20), ly(1.42), yn(1.32), ma(0.80), al(0.79)
690	9.59	izaiah     	 	iz(3.64), za(2.34), ai(1.49), ah(1.42), ia(0.71)
691	9.59	bennett    	 	tt(2.62), et(2.22), be(1.83), ne(1.30), nn(1.09), en(0.53)
692	9.59	romeo      	 	om(3.06), eo(2.89), me(2.05), ro(1.59)
693	9.58	paloma     	 	om(3.06), pa(2.89), lo(2.03), ma(0.80), al(0.79)
694	9.56	brogan     	 	og(4.23), ga(2.40), ro(1.59), br(1.35), an(0.00)
695	9.55	stanley    	 	nl(3.44), ta(2.25), st(1.72), ey(1.56), le(0.58), an(0.00)
696	9.53	cambria    	 	mb(4.04), ca(1.44), br(1.35), am(1.32), ia(0.71), ri(0.67)
697	9.53	ruben      	 	ub(3.64), ru(3.53), be(1.83), en(0.53)
698	9.53	katelynn   	 	te(1.96), at(1.88), ly(1.42), ka(1.34), yn(1.32), nn(1.09), el(0.52)
699	9.52	anderson   	 	rs(3.35), so(1.81), nd(1.62), de(1.23), er(0.84), on(0.68), an(0.00)
700	9.52	jaxon      	 	xo(4.74), ax(2.84), ja(1.27), on(0.68)
701	9.52	tyree      	 	yr(3.35), ty(3.00), ee(2.01), re(1.16)
702	9.51	brock      	 	oc(4.04), ck(2.54), ro(1.59), br(1.35)
703	9.51	kennedi    	 	ed(2.50), di(2.20), ke(1.88), ne(1.30), nn(1.09), en(0.53)
704	9.50	westin     	 	we(3.00), ti(2.03), es(1.86), st(1.72), in(0.89)
705	9.50	cheyanne   	 	he(2.03), ch(2.01), ey(1.56), ya(1.52), ne(1.30), nn(1.09), an(0.00)
706	9.49	steven     	 	ev(2.66), ve(2.62), te(1.96), st(1.72), en(0.53)
707	9.49	keegan     	 	eg(3.20), ga(2.40), ee(2.01), ke(1.88), an(0.00)
708	9.48	sincere    	 	si(2.47), nc(2.40), ce(1.72), re(1.16), in(0.89), er(0.84)
709	9.48	madeleine  	 	ei(2.66), ad(1.50), ne(1.30), de(1.23), in(0.89), ma(0.80), le(0.58), el(0.52)
710	9.48	lucas      	 	uc(3.44), lu(3.00), as(1.60), ca(1.44)
711	9.48	malachi    	 	hi(2.84), ac(2.25), ch(2.01), ma(0.80), al(0.79), la(0.78)
712	9.47	michael    	 	ae(2.43), ch(2.01), ic(1.96), mi(1.40), ha(1.14), el(0.52)
713	9.47	valentin   	 	nt(2.34), va(2.31), ti(2.03), in(0.89), al(0.79), le(0.58), en(0.53)
714	9.46	heidi      	 	ei(2.66), id(2.58), di(2.20), he(2.03)
715	9.45	meghan     	 	eg(3.20), gh(3.06), me(2.05), ha(1.14), an(0.00)
716	9.45	abbey      	 	bb(3.89), ab(2.17), be(1.83), ey(1.56)
717	9.44	emmalee    	 	mm(3.06), em(2.20), ee(2.01), ma(0.80), al(0.79), le(0.58)
718	9.44	austin     	 	au(2.40), us(2.40), ti(2.03), st(1.72), in(0.89)
719	9.44	brodie     	 	od(3.13), di(2.20), ro(1.59), br(1.35), ie(1.18)
720	9.44	prince     	 	pr(3.76), nc(2.40), ce(1.72), in(0.89), ri(0.67)
721	9.43	paige      	 	pa(2.89), ig(2.74), ge(2.31), ai(1.49)
722	9.41	zeke       	 	ek(3.89), ze(3.64), ke(1.88)
723	9.41	abby       	 	bb(3.89), by(3.35), ab(2.17)
724	9.41	marcos     	 	rc(3.44), os(2.47), co(2.15), ma(0.80), ar(0.55)
725	9.41	malaysia   	 	ys(2.66), si(2.47), ay(1.19), ma(0.80), al(0.79), la(0.78), ia(0.71)
726	9.39	zaniyah    	 	iy(2.50), za(2.34), ni(1.62), ya(1.52), ah(1.42), an(0.00)
727	9.38	jaxen      	 	xe(4.74), ax(2.84), ja(1.27), en(0.53)
728	9.36	bronson    	 	ns(3.27), so(1.81), ro(1.59), on(1.35), br(1.35)
729	9.36	mikayla    	 	ik(3.13), yl(1.52), mi(1.40), ka(1.34), ay(1.19), la(0.78)
730	9.36	faith      	 	fa(3.53), it(2.47), th(1.86), ai(1.49)
731	9.35	moshe      	 	mo(2.58), os(2.47), sh(2.28), he(2.03)
732	9.33	farrah     	 	fa(3.53), rr(2.89), ah(1.42), ra(0.94), ar(0.55)
733	9.33	semaj      	 	aj(4.45), em(2.20), se(1.88), ma(0.80)
734	9.33	luke       	 	uk(4.45), lu(3.00), ke(1.88)
735	9.33	adelaide   	 	id(2.58), de(2.46), ad(1.50), ai(1.49), la(0.78), el(0.52)
736	9.32	yuliana    	 	yu(4.74), ul(2.58), ia(0.71), na(0.70), li(0.59), an(0.00)
737	9.32	rudy       	 	ru(3.53), ud(3.35), dy(2.43)
738	9.32	violet     	 	io(2.54), et(2.22), ol(2.01), vi(1.96), le(0.58)
739	9.31	blake      	 	bl(3.76), ak(2.89), ke(1.88), la(0.78)
740	9.31	blake      	 	bl(3.76), ak(2.89), ke(1.88), la(0.78)
741	9.31	savannah   	 	va(2.31), av(2.31), sa(1.48), ah(1.42), nn(1.09), na(0.70), an(0.00)
742	9.30	jeramiah   	 	je(2.66), ah(1.42), mi(1.40), am(1.32), ra(0.94), er(0.84), ia(0.71)
743	9.30	rachael    	 	ae(2.43), ac(2.25), ch(2.01), ha(1.14), ra(0.94), el(0.52)
744	9.29	ximena     	 	xi(3.35), im(2.66), me(2.05), na(0.70), en(0.53)
745	9.29	vanessa    	 	ss(2.34), va(2.31), es(1.86), sa(1.48), ne(1.30), an(0.00)
746	9.29	claire     	 	cl(3.35), ir(2.50), ai(1.49), re(1.16), la(0.78)
747	9.29	tyrell     	 	yr(3.35), ty(3.00), ll(1.26), re(1.16), el(0.52)
748	9.28	reagan     	 	ag(3.44), ga(2.40), ea(2.28), re(1.16), an(0.00)
749	9.28	reagan     	 	ag(3.44), ga(2.40), ea(2.28), re(1.16), an(0.00)
750	9.27	ernest     	 	rn(3.53), es(1.86), st(1.72), ne(1.30), er(0.84)
751	9.25	nathanael  	 	ae(2.43), at(1.88), th(1.86), na(1.41), ha(1.14), el(0.52), an(0.00)
752	9.25	isabella   	 	ab(2.17), be(1.83), sa(1.48), ll(1.26), is(1.21), la(0.78), el(0.52)
753	9.24	hadley     	 	dl(4.45), ey(1.56), ad(1.50), ha(1.14), le(0.58)
754	9.24	aubrie     	 	ub(3.64), au(2.40), br(1.35), ie(1.18), ri(0.67)
755	9.23	eddie      	 	dd(3.35), ed(2.50), di(2.20), ie(1.18)
756	9.23	gunnar     	 	gu(3.53), un(3.35), nn(1.09), na(0.70), ar(0.55)
757	9.21	major      	 	aj(4.45), jo(2.05), or(1.90), ma(0.80)
758	9.20	alexis     	 	xi(3.35), ex(3.27), is(1.21), al(0.79), le(0.58)
759	9.20	alexis     	 	xi(3.35), ex(3.27), is(1.21), al(0.79), le(0.58)
760	9.20	aspen      	 	sp(4.23), pe(2.84), as(1.60), en(0.53)
761	9.19	roselyn    	 	os(2.47), se(1.88), ro(1.59), ly(1.42), yn(1.32), el(0.52)
762	9.19	trenton    	 	tr(2.66), nt(2.34), to(1.83), re(1.16), on(0.68), en(0.53)
763	9.19	juliet     	 	ju(2.62), ul(2.58), et(2.22), ie(1.18), li(0.59)
764	9.17	tristin    	 	tr(2.66), ti(2.03), st(1.72), is(1.21), in(0.89), ri(0.67)
765	9.17	shaun      	 	un(3.35), au(2.40), sh(2.28), ha(1.14)
766	9.17	dangelo    	 	ng(2.89), ge(2.31), lo(2.03), da(1.43), el(0.52), an(0.00)
767	9.16	santino    	 	no(2.43), nt(2.34), ti(2.03), sa(1.48), in(0.89), an(0.00)
768	9.16	yasmin     	 	sm(3.76), as(1.60), ya(1.52), mi(1.40), in(0.89)
769	9.16	noemi      	 	oe(3.13), no(2.43), em(2.20), mi(1.40)
770	9.15	pedro      	 	pe(2.84), ed(2.50), dr(2.22), ro(1.59)
771	9.15	braydon    	 	yd(2.74), do(2.25), br(1.35), ay(1.19), ra(0.94), on(0.68)
772	9.15	brycen     	 	yc(3.76), ry(1.79), ce(1.72), br(1.35), en(0.53)
773	9.14	lauryn     	 	ur(2.84), au(2.40), ry(1.79), yn(1.32), la(0.78)
774	9.13	sloan      	 	oa(4.04), sl(3.06), lo(2.03), an(0.00)
775	9.12	blaise     	 	bl(3.76), se(1.88), ai(1.49), is(1.21), la(0.78)
776	9.12	kyndall    	 	ky(2.70), nd(1.62), da(1.43), yn(1.32), ll(1.26), al(0.79)
777	9.12	oliver     	 	iv(3.06), ve(2.62), ol(2.01), er(0.84), li(0.59)
778	9.11	josiah     	 	os(2.47), si(2.47), jo(2.05), ah(1.42), ia(0.71)
779	9.10	diamond    	 	mo(2.58), di(2.20), nd(1.62), am(1.32), ia(0.71), on(0.68)
780	9.10	jaidyn     	 	id(2.58), dy(2.43), ai(1.49), yn(1.32), ja(1.27)
781	9.10	jaidyn     	 	id(2.58), dy(2.43), ai(1.49), yn(1.32), ja(1.27)
782	9.09	darius     	 	iu(4.04), us(2.40), da(1.43), ri(0.67), ar(0.55)
783	9.09	weston     	 	we(3.00), es(1.86), to(1.83), st(1.72), on(0.68)
784	9.09	lennox     	 	ox(4.45), no(2.43), nn(1.09), le(0.58), en(0.53)
785	9.08	cedric     	 	ed(2.50), dr(2.22), ic(1.96), ce(1.72), ri(0.67)
786	9.08	travis     	 	tr(2.66), av(2.31), vi(1.96), is(1.21), ra(0.94)
787	9.08	adyson     	 	ys(2.66), dy(2.43), so(1.81), ad(1.50), on(0.68)
788	9.07	gabriela   	 	ga(2.40), ab(2.17), br(1.35), ie(1.18), la(0.78), ri(0.67), el(0.52)
789	9.07	braelynn   	 	ae(2.43), ly(1.42), br(1.35), yn(1.32), nn(1.09), ra(0.94), el(0.52)
790	9.07	taliyah    	 	iy(2.50), ta(2.25), ya(1.52), ah(1.42), al(0.79), li(0.59)
791	9.07	john       	 	hn(3.89), oh(3.13), jo(2.05)
792	9.06	marcelo    	 	rc(3.44), lo(2.03), ce(1.72), ma(0.80), ar(0.55), el(0.52)
793	9.06	shaniya    	 	iy(2.50), sh(2.28), ni(1.62), ya(1.52), ha(1.14), an(0.00)
794	9.05	isabelle   	 	ab(2.17), be(1.83), sa(1.48), ll(1.26), is(1.21), le(0.58), el(0.52)
795	9.04	skyla      	 	sk(4.04), ky(2.70), yl(1.52), la(0.78)
